766874497253,218,327,7961.0
766874497260,151,349,9334.2
766874497277,107,191,822.5
766874497284,312,175,4788.1
766874497291,80,146,2393.1
545397291001,226,427,642.4
545397291018,196,130,8168.4
545397291025,219,186,6220.5
545397291032,231,498,7824.5
545397291049,63,328,4880.3
545397291056,187,404,9395.5
545397291063,196,461,9363.3
545397291070,263,354,1770.8
545397291087,79,102,9678.1
545397291094,105,52,2728.4
545397291100,58,194,2735.9
545397291117,53,29,3152.8
545397291124,72,400,3944.8
545397291131,13,297,1171.3
545397291148,120,285,7434.9
545397291155,291,425,4044.3
545397291162,5,163,5922.7
545397291179,317,86,8683.9
545397291186,155,482,4477.5
545397291193,208,406,1243.2
545397291209,94,189,5948.6
545397291216,160,363,3588.7
545397291223,90,49,9021.6
545397291230,64,394,5124.5
545397291247,47,13,4045.7
545397291254,320,3,9536.6
545397291261,348,253,2223.6
545397291278,189,482,3681.8
545397291285,1,26,5263.6
545397291292,15,21,3086.6
398145138000,5,251,4247.6
398145138017,70,153,9540.5
398145138024,43,314,2817.8
398145138031,176,242,5577.7
398145138048,333,356,3137.9
398145138055,333,434,4237.0
398145138062,92,46,7775.1
398145138079,131,373,1718.2
398145138086,214,400,4392.3
398145138093,148,416,6235.4
398145138109,22,262,8317.3
398145138116,250,251,9839.7
398145138123,36,358,1254.5
398145138130,329,496,2477.1
398145138147,321,207,4041.9
398145138154,135,9,7153.0
398145138161,134,73,1247.6
398145138178,54,93,9039.2
398145138185,178,474,5672.8
398145138192,347,112,8330.3
398145138208,240,334,6124.9
398145138215,43,155,8367.7
398145138222,6,385,8975.9
398145138239,188,108,6084.3
398145138246,102,149,648.5
398145138253,115,205,8730.2
398145138260,46,73,9976.0
398145138277,208,293,3530.5
398145138284,78,298,5022.0
398145138291,104,318,4715.1
766874497000,37,487,7644.9
766874497017,191,325,8012.3
766874497024,230,312,50.4
766874497031,237,26,9783.8
766874497048,60,147,7284.1
766874497055,186,279,1116.4
766874497062,223,321,7424.0
766874497079,286,101,2447.3
766874497086,27,206,4928.9
766874497093,187,88,5851.3
766874497109,269,122,3648.4
766874497116,41,176,8253.5
766874497123,212,323,4676.6
766874497130,148,470,8696.1
766874497147,255,13,2615.6
766874497154,22,414,191.6
766874497161,165,400,3780.9
766874497178,175,141,3637.0
766874497185,94,164,7161.6
766874497192,331,368,6961.0
766874497208,288,372,534.9
766874497215,55,390,480.5
766874497222,233,112,6469.8
766874497239,17,87,5850.5
766874497246,321,369,7411.5
766874497253,65,476,5381.7
766874497260,132,87,4035.9
766874497277,194,109,7523.0
766874497284,47,232,4930.3
766874497291,135,485,124.6
545397291001,243,147,1992.0
545397291018,69,236,8385.3
545397291025,7,323,4043.6
545397291032,277,182,8011.9
545397291049,169,142,8821.6
545397291056,348,50,4097.8
545397291063,30,351,6112.0
545397291070,268,427,1171.1
545397291087,175,265,5443.7
545397291094,230,188,142.4
545397291100,170,247,5296.7
545397291117,254,222,7809.3
545397291124,124,296,3226.3
545397291131,77,50,6601.0
545397291148,101,112,8209.7
545397291155,140,435,6176.2
545397291162,284,330,4219.8
545397291179,154,472,9472.5
545397291186,176,11,7025.2
545397291193,265,442,3134.0
545397291209,250,410,9481.2
545397291216,276,2,328.6
545397291223,36,317,2853.3
545397291230,298,444,1731.4
545397291247,163,338,5481.9
545397291254,226,37,5082.5
545397291261,50,262,964.4
545397291278,299,168,7294.5
545397291285,245,43,8807.4
545397291292,305,54,7966.8
398145138000,276,216,871.9
398145138017,315,430,3192.8
398145138024,5,103,9046.6
398145138031,32,42,1538.3
398145138048,178,379,7940.0
398145138055,128,104,3042.8
398145138062,300,396,6779.3
398145138079,198,264,490.3
398145138086,307,273,8670.4
398145138093,68,465,3389.2
398145138109,289,21,8785.0
398145138116,273,279,7369.3
398145138123,257,36,6182.5
398145138130,287,223,3122.1
398145138147,221,9,840.5
398145138154,159,146,6938.6
398145138161,227,109,8503.2
398145138178,238,472,517.6
398145138185,142,323,7903.0
398145138192,131,350,9125.7
398145138208,338,338,3435.7
398145138215,227,414,5598.9
398145138222,39,22,4189.3
398145138239,299,191,6144.5
398145138246,294,141,2843.9
398145138253,284,447,3474.7
398145138260,181,223,627.5
398145138277,302,459,5299.1
398145138284,5,66,1301.3
398145138291,40,54,9943.9
766874497000,84,180,7859.7
766874497017,336,140,8202.9
766874497024,228,137,3258.4
766874497031,281,186,7250.4
766874497048,230,117,971.4
766874497055,31,391,2911.2
766874497062,139,324,8488.6
766874497079,170,460,2183.8
766874497086,92,382,6044.1
766874497093,109,121,6671.3
766874497109,282,396,3774.4
766874497116,146,452,4813.1
766874497123,57,290,9702.4
766874497130,196,196,187.2
766874497147,325,464,2936.8
766874497154,210,167,6001.9
766874497161,232,291,5635.9
766874497178,195,369,382.5
766874497185,42,431,4119.1
766874497192,207,399,3354.4
766874497208,191,285,542.8
766874497215,231,160,4979.7
766874497222,218,445,4136.3
766874497239,9,201,8687.1
766874497246,213,351,5506.0
766874497253,161,317,6907.3
766874497260,128,34,855.9
766874497277,286,66,3733.1
766874497284,63,80,1924.9
766874497291,193,185,6140.3
722414389006,171,85,921.9
722414389013,143,120,7779.2
722414389020,272,115,830.5
722414389037,114,473,3214.7
722414389044,328,303,4561.1
722414389051,61,256,9896.0
722414389068,345,477,3551.4
722414389075,83,68,784.9
722414389082,22,459,4679.0
722414389099,259,105,219.2
722414389006,87,417,1862.2
722414389013,118,212,9204.1
722414389020,218,35,8466.1
722414389037,271,162,1132.8
722414389044,194,181,5575.1
722414389051,226,435,5033.7
722414389068,193,340,248.8
722414389075,232,96,6826.5
722414389082,332,270,971.1
722414389099,28,302,8241.5
766874497284,179,296,2671.9
766874497291,114,456,8088.7
722414389006,86,151,6540.8
722414389013,85,414,4016.5
766874497284,105,185,765.1
766874497291,156,485,344.9
722414389006,201,41,8522.3
722414389013,258,496,726.1
